2021-11-13_02-31-56-406188,432,432,200,-1,100,350,1.223e-05,-4.998048134509053,164.1269761767435,84.44394566019714,13.92011606581642,7.50392351140287,0.309395614681869,0.10945277925974363
2021-11-13_02-32-02-812846,432,432,200,-1,100,350,1.223e-05,-3.998503195328272,98.77973828076887,60.37214080873461,9.063429997388694,5.2518770680181674,0.17418099066845322,0.05725039070905843
2021-11-13_02-32-09-321878,432,432,200,-1,100,350,1.223e-05,-2.999076145357795,59.38205865081002,51.89910681860176,5.072375626129209,4.481819822044261,0.0704070088442575,0.04364529435569925
2021-11-13_02-32-15-742808,432,432,200,-1,100,350,1.223e-05,-1.9995371877386174,57.68398559232829,62.07484470856917,5.023624596353085,5.180842929937946,0.060153743453929376,0.04882644421259951
2021-11-13_02-33-14-636009,432,432,200,-1,100,350,1.223e-05,-4.9978023826286995,171.02676277381894,77.05312796935348,14.129963102817612,6.886036363223227,0.3299776642926258,0.10029696962060626
2021-11-13_02-33-21-039351,432,432,200,-1,100,350,1.223e-05,-3.9983166134967885,99.32187004354081,61.07784024644827,9.039352010940833,5.262268581827625,0.166682552299281,0.057668881772856076
2021-11-13_02-33-27-472999,432,432,200,-1,100,350,1.223e-05,-2.999038392387572,59.265646140720875,51.361251039211716,5.067492669959717,4.50286373053594,0.07152834916449423,0.044680068603680886
2021-11-13_02-37-56-702011,432,432,200,-1,100,350,1.223e-05,-3.26198157718858,66.11515558573406,50.15027567720781,5.459856399949964,4.661621408298186,0.07909126130297199,0.04534393446322615
2021-11-13_02-38-00-160656,432,432,200,-1,100,350,1.223e-05,-2.9394162418537557,57.12770022645776,51.90096174413715,4.872016280748815,4.570731151294396,0.0670303656443544,0.04375182604642704
2021-11-13_02-38-03-577768,432,432,200,-1,100,350,1.223e-05,-2.6160397029272433,55.404751736089196,49.685126886784815,4.6570933492335715,4.458152215154584,0.06298474062505635,0.04578570396781447
2021-11-13_02-38-07-027580,432,432,200,-1,100,350,1.223e-05,-2.2930012024210153,53.67928641964935,54.95701231017353,4.915762346291818,4.466469160044425,0.06456749282026926,0.044626596258918495
2021-11-13_02-52-14-984907,432,432,200,-1,100,350,1.223e-05,-4.99784225292824,164.40476772406183,76.81815131702643,13.54292981040221,7.122644090430318,0.3070623874888988,0.10212402621425946
2021-11-13_02-52-21-396807,432,432,200,-1,100,350,1.223e-05,-3.998158383487209,107.79761201775017,57.4794476268987,9.20983304791779,5.145752860050667,0.16911583222239884,0.0568861788518132
2021-11-13_02-52-27-859873,432,432,200,-1,100,350,1.223e-05,-2.998964499699877,59.030275185576556,51.21542494471243,5.087718760907352,4.506535493469821,0.07115339863488024,0.04213676486310234
2021-11-13_02-52-34-321247,432,432,200,-1,100,350,1.223e-05,-1.9992774340061943,57.430037273617714,61.41975900503058,4.944062076325588,4.976506895606882,0.05663679814764207,0.04737320270297992
2021-11-13_02-53-22-334051,432,432,200,-1,100,350,1.223e-05,-4.997572941971119,164.8259765805311,79.61446703508173,13.769843029792725,7.2467314675918875,0.30041701538038174,0.10252432734669231
2021-11-13_02-53-28-727453,432,432,200,-1,100,350,1.223e-05,-3.99823375827343,100.55223305203273,61.017670464806685,8.981650855729725,5.1827379850467565,0.1635384815530169,0.05497086914849943
2021-11-13_02-53-35-190549,432,432,200,-1,100,350,1.223e-05,-2.999017444269938,58.24442229957848,51.17820898098687,5.024354514977271,4.547143604445302,0.07329211740845502,0.04272563056653345
2021-11-13_02-53-41-660499,432,432,200,-1,100,350,1.223e-05,-1.9992000028592054,64.69601404101041,54.23873796984667,5.193347303397746,4.95079106297394,0.060456994693198846,0.046193482671326974
2021-11-13_02-55-30-806054,432,432,200,-1,100,350,1.223e-05,-4.998147790662939,162.94434932756013,78.17232073763033,14.169515597923027,6.686155273373482,0.3061878186902725,0.0882346227472589
2021-11-13_02-55-37-210374,432,432,200,-1,100,350,1.223e-05,-3.9981216260007537,104.75600071539799,59.1311748299153,8.820744873005353,5.226422447111987,0.16692320322103255,0.05287428320647435
2021-11-13_02-55-43-662002,432,432,200,-1,100,350,1.223e-05,-2.99874952204986,58.607433528349546,51.1519437449741,5.193321946042818,4.614343515318259,0.07032987357547016,0.044959768296165416
2021-11-13_02-55-50-108040,432,432,200,-1,100,350,1.223e-05,-1.9995161631035623,55.22966236089047,61.31060828301703,4.776463221904791,5.161040839841082,0.0536020213721408,0.048948361092904125
2021-11-13_02-56-20-848718,432,432,200,-1,100,350,1.223e-05,-3.2652356921730687,66.42024628364655,52.225510326308296,5.739499331752399,4.643170735302892,0.08228189860826636,0.047297227170683936
2021-11-13_02-56-24-263801,432,432,200,-1,100,350,1.223e-05,-2.8447436062964355,55.9567551573213,51.98095245462922,4.786907551964141,4.590532769495873,0.06939089221683815,0.046288521460890165
2021-11-13_02-56-27-714086,432,432,200,-1,100,350,1.223e-05,-2.424553447259909,54.500923084427946,51.23435724573597,4.638687850682061,4.719695171500641,0.05846960356619532,0.04767564898410053
2021-11-13_02-56-31-180836,432,432,200,-1,100,350,1.223e-05,-2.0034757998990367,57.07689872038792,57.62077503825862,4.835170703532215,5.076145556289632,0.054943655870448416,0.04699073050478832
2021-11-13_02-56-34-610052,432,432,200,-1,100,350,1.223e-05,-1.5827363094708777,67.52212303742625,69.20890155703628,5.624862044019806,5.8983818966566615,0.0587994259044116,0.038434487081074976
2021-11-13_02-56-38-588596,432,432,200,-1,100,350,1.223e-05,-4.902381903791206,153.73052041298786,78.56049088279823,13.28398256024737,6.419671730144015,0.29230538541923073,0.08611819461195995
2021-11-13_02-56-42-062067,432,432,200,-1,100,350,1.223e-05,-3.9359896178668956,100.40086258643494,57.46475766744615,8.597050479086917,5.024924836854096,0.15313947291266874,0.04808715838679567
2021-11-13_02-56-45-576576,432,432,200,-1,100,350,1.223e-05,-2.969288901599358,58.73215365120726,50.73286475936951,5.182138137306511,4.549321218183769,0.07368871079096116,0.045490948328391304
2021-11-13_02-56-49-015352,432,432,200,-1,100,350,1.223e-05,-2.002142092942095,57.85141982043259,59.72944314189657,4.949186473141204,4.963709798957214,0.05535350408763614,0.04589710879391918
2021-11-13_02-56-52-443746,432,432,200,-1,100,350,1.223e-05,-1.0349971244641725,84.28939117286517,85.98269816357063,6.894902627457247,7.212720622401233,0.07016220451807348,0.03969096442700595
2021-11-13_02-59-23-084212,432,432,200,-1,100,350,1.223e-05,-4.997967054267548,171.73252247767343,74.35278195662154,14.58994843508198,6.546912190465858,0.3213885736716133,0.08112415869862247
2021-11-13_02-59-29-486004,432,432,200,-1,100,350,1.223e-05,-3.9984195816289345,105.31213714715145,58.37809396626157,9.199566002772208,5.396717226393099,0.1660155845667369,0.06466060980416923
2021-11-13_02-59-35-986769,432,432,200,-1,100,350,1.223e-05,-2.9989673770264846,58.050343065503654,51.04008343211846,5.03720060932925,4.458821669724509,0.07168381198445055,0.0464928650905891
2021-11-13_02-59-42-397863,432,432,200,-1,100,350,1.223e-05,-1.9996655051671055,55.99231435096886,59.91096667407069,4.8617022568698065,5.1867987573390355,0.05377079001980278,0.04882448851521161
2021-11-13_02-59-45-789710,432,432,200,-1,100,350,1.223e-05,-3.2276252617286842,58.69186586902415,52.49705023866504,5.515899195010002,4.559570360946731,0.07503616126818916,0.04449246742899115
2021-11-13_02-59-49-211841,432,432,200,-1,100,350,1.223e-05,-3.059552139542985,60.46081464739612,51.21184143747871,5.117641276923323,4.4194845305860895,0.07458258257991676,0.04362576145708882
