2021-11-13_02-17-50-645788,0.4704733183650029,0.007662538681087576,0.006806954185942396,-2.8766341174296217,5.783971570132269e-05,4.993172125522814e-05,0,0
2021-11-13_02-31-56-417561,0.4704733007078967,0.007662263782484601,0.00766550962542904,-4.998048134509053,0.00017024301948493481,9.17729845444571e-05,3.7839083675592576e-06,1.3386074903466646e-06
2021-11-13_02-32-02-821547,0.47047314266741785,0.007662263782484601,0.007664688852410088,-3.998503195328272,0.00011084574886806372,6.423045654186219e-05,2.130233515875183e-06,7.001722783717846e-07
2021-11-13_02-32-09-330666,0.4704741120280056,0.007662538681087576,0.007664417251156543,-2.999076145357795,6.203515390756022e-05,5.481265642360131e-05,8.610777181652692e-07,5.337819499702018e-07
2021-11-13_02-32-15-751775,0.4704746206106628,0.0076617139852786535,0.007663869571705715,-1.9995371877386174,6.143892881339823e-05,6.336170903314108e-05,7.356802824415562e-07,5.97147412720092e-07
2021-11-13_02-32-28-897812,0.4704749794547318,0.00766143908667568,0.007664963438292792,-2.876597279549378,5.5398115019337235e-05,5.000048906915571e-05,0,0
2021-11-13_02-33-14-644984,0.4704739486160138,0.007662815081868708,0.007664417251156543,-4.9978023826286995,0.0001728094487474594,8.421622472222008e-05,4.035626834298813e-06,1.2266319384600145e-06
2021-11-13_02-33-21-051394,0.4704735954236288,0.007662538681087576,0.007664963438292792,-3.9983166134967885,0.00011055127509380638,6.435754475575185e-05,2.0385276146202065e-06,7.052904240820298e-07
2021-11-13_02-33-27-481787,0.4704733958848614,0.007662538681087576,0.007665235039546336,-2.999038392387572,6.197543535360733e-05,5.507002342445454e-05,8.747917102817644e-07,5.464372390230172e-07
2021-11-13_02-33-41-844079,0.47047398655698697,0.007661988883881627,0.007664417251156543,-4.997943491689676,0.00016020743221241128,8.572463667379387e-05,0,0
2021-11-13_02-33-47-850870,0.4704744010022848,0.007661988883881627,0.007664142665273839,-3.9984336458665886,0.00011100503480050984,5.449018414045577e-05,0,0
